mechanism,missing_rate_target,event_id,node_subset_ratio,selected_node_count,start_global_time_index,end_global_time_index,actual_length,length_group,length_mode,seed,node_list_file,chunk_index,day_index,file_name
node_subset_temporal_outage,0.05,102,0.005,210,552,555,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000102_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,103,0.01,420,560,561,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000103_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,104,0.01,420,481,483,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000104_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,105,0.005,210,542,542,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000105_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,106,0.005,210,504,508,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000106_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,107,0.01,420,495,495,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005\event_000107_nodes.csv,5,5,node_flow_chunk_005.parquet
node_subset_temporal_outage,0.05,108,0.01,420,584,587,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000108_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,109,0.005,210,591,610,20,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000109_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,110,0.01,420,642,646,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000110_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,111,0.005,210,658,659,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000111_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,112,0.005,210,592,612,21,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000112_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,113,0.01,420,621,630,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000113_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,114,0.02,841,637,639,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000114_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,115,0.005,210,597,606,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000115_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,116,0.005,210,649,667,19,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000116_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,117,0.005,210,657,657,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000117_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,118,0.005,210,618,627,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000118_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,119,0.005,210,625,635,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000119_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,120,0.01,420,591,602,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000120_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,121,0.02,841,576,582,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000121_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,122,0.01,420,614,616,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000122_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,123,0.01,420,661,666,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000123_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,124,0.005,210,585,587,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000124_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,125,0.01,420,589,589,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000125_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,126,0.005,210,633,635,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000126_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,127,0.02,841,671,671,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000127_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,128,0.005,210,653,657,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000128_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,129,0.005,210,648,650,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000129_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,130,0.005,210,664,664,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000130_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,131,0.005,210,622,628,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006\event_000131_nodes.csv,6,6,node_flow_chunk_006.parquet
node_subset_temporal_outage,0.05,132,0.02,841,744,760,17,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000132_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,133,0.02,841,714,725,12,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000133_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,134,0.01,420,736,741,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000134_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,135,0.005,210,674,683,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000135_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,136,0.02,841,702,706,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000136_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,137,0.02,841,688,697,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000137_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,138,0.005,210,678,682,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000138_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,139,0.005,210,675,683,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000139_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,140,0.005,210,728,737,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000140_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,141,0.005,210,752,756,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000141_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,142,0.01,420,728,734,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007\event_000142_nodes.csv,7,7,node_flow_chunk_007.parquet
node_subset_temporal_outage,0.05,143,0.02,841,794,800,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000143_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,144,0.01,420,812,816,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000144_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,145,0.02,841,786,789,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000145_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,146,0.005,210,832,841,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000146_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,147,0.02,841,844,858,15,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000147_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,148,0.005,210,819,839,21,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000148_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,149,0.005,210,770,772,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000149_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,150,0.01,420,821,821,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000150_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,151,0.005,210,780,782,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000151_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,152,0.01,420,808,809,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000152_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,153,0.005,210,775,783,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000153_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,154,0.005,210,803,804,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000154_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,155,0.01,420,825,830,6,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000155_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,156,0.005,210,848,858,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000156_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,157,0.005,210,768,782,15,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000157_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,158,0.005,210,860,861,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000158_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,159,0.005,210,796,802,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000159_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,160,0.01,420,791,792,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000160_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,161,0.005,210,861,862,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000161_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,162,0.005,210,778,780,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000162_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,163,0.005,210,827,835,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000163_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,164,0.005,210,841,842,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008\event_000164_nodes.csv,8,8,node_flow_chunk_008.parquet
node_subset_temporal_outage,0.05,165,0.02,841,935,958,24,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000165_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,166,0.005,210,922,923,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000166_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,167,0.005,210,899,916,18,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000167_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,168,0.02,841,874,888,15,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000168_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,169,0.01,420,895,902,8,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000169_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,170,0.01,420,867,869,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000170_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,171,0.005,210,924,927,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000171_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,172,0.005,210,919,921,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000172_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,173,0.005,210,919,929,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000173_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,174,0.01,420,891,893,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000174_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,175,0.005,210,910,911,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000175_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,176,0.005,210,912,915,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000176_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,177,0.01,420,891,893,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000177_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,178,0.005,210,872,882,11,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000178_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,179,0.01,420,895,897,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000179_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,180,0.005,210,865,865,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000180_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,181,0.005,210,941,950,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000181_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,182,0.01,420,904,908,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000182_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,183,0.005,210,933,940,8,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000183_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,184,0.01,420,916,917,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000184_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,185,0.01,420,929,931,3,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000185_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,186,0.01,420,933,933,1,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000186_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,187,0.01,420,864,865,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000187_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,188,0.005,210,950,953,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009\event_000188_nodes.csv,9,9,node_flow_chunk_009.parquet
node_subset_temporal_outage,0.05,189,0.02,841,976,984,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000189_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,190,0.01,420,1028,1031,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000190_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,191,0.01,420,991,1007,17,long,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000191_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,192,0.02,841,961,962,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000192_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,193,0.01,420,1043,1049,7,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000193_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,194,0.01,420,1012,1021,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000194_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,195,0.02,841,966,969,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000195_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,196,0.01,420,1033,1041,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000196_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,197,0.02,841,973,974,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000197_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,198,0.01,420,1003,1011,9,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000198_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,199,0.005,210,990,994,5,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000199_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,200,0.01,420,986,987,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000200_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,201,0.005,210,1053,1054,2,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000201_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,202,0.005,210,1043,1052,10,mid,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000202_nodes.csv,10,10,node_flow_chunk_010.parquet
node_subset_temporal_outage,0.05,203,0.01,420,1023,1026,4,short,mixed_short_mid_long,42,outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010\event_000203_nodes.csv,10,10,node_flow_chunk_010.parquet
