missing_rate_target,chunk_index,day_index,file_name,eligible_non_null_count,allocated_missing_count,global_eligible_count,global_missing_count,remaining_eligible_before_chunk,remaining_missing_before_chunk,mask_scope,allocation_method,allocation_shortfall_policy,mechanism
0.2,38,38,node_flow_chunk_038.parquet,4034976,807501,246133536,49226707,92804448,18557493,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,39,39,node_flow_chunk_039.parquet,4034976,806867,246133536,49226707,88769472,17749992,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,40,40,node_flow_chunk_040.parquet,4034976,807050,246133536,49226707,84734496,16943125,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,41,41,node_flow_chunk_041.parquet,4034976,806259,246133536,49226707,80699520,16136075,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,42,42,node_flow_chunk_042.parquet,4034976,806271,246133536,49226707,76664544,15329816,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,43,43,node_flow_chunk_043.parquet,4034976,807903,246133536,49226707,72629568,14523545,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,44,44,node_flow_chunk_044.parquet,4034976,806955,246133536,49226707,68594592,13715642,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,45,45,node_flow_chunk_045.parquet,4034976,806178,246133536,49226707,64559616,12908687,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,46,46,node_flow_chunk_046.parquet,4034976,806778,246133536,49226707,60524640,12102509,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,47,47,node_flow_chunk_047.parquet,4034976,807069,246133536,49226707,56489664,11295731,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,48,48,node_flow_chunk_048.parquet,4034976,805999,246133536,49226707,52454688,10488662,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,49,49,node_flow_chunk_049.parquet,4034976,806611,246133536,49226707,48419712,9682663,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,50,50,node_flow_chunk_050.parquet,4034976,807368,246133536,49226707,44384736,8876052,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,51,51,node_flow_chunk_051.parquet,4034976,807756,246133536,49226707,40349760,8068684,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,52,52,node_flow_chunk_052.parquet,4034976,806843,246133536,49226707,36314784,7260928,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,53,53,node_flow_chunk_053.parquet,4034976,806678,246133536,49226707,32279808,6454085,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,54,54,node_flow_chunk_054.parquet,4034976,805876,246133536,49226707,28244832,5647407,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,55,55,node_flow_chunk_055.parquet,4034976,807248,246133536,49226707,24209856,4841531,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,56,56,node_flow_chunk_056.parquet,4034976,806685,246133536,49226707,20174880,4034283,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,57,57,node_flow_chunk_057.parquet,4034976,806074,246133536,49226707,16139904,3227598,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,58,58,node_flow_chunk_058.parquet,4034976,806824,246133536,49226707,12104928,2421524,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,59,59,node_flow_chunk_059.parquet,4034976,806785,246133536,49226707,8069952,1614700,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.2,60,60,node_flow_chunk_060.parquet,4034976,807915,246133536,49226707,4034976,807915,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,0,0,node_flow_chunk_000.parquet,4034976,1210673,246133536,73840061,246133536,73840061,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,1,1,node_flow_chunk_001.parquet,4034976,1210820,246133536,73840061,242098560,72629388,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,2,2,node_flow_chunk_002.parquet,4034976,1210043,246133536,73840061,238063584,71418568,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,3,3,node_flow_chunk_003.parquet,4034976,1210590,246133536,73840061,234028608,70208525,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,4,4,node_flow_chunk_004.parquet,4034976,1210948,246133536,73840061,229993632,68997935,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,5,5,node_flow_chunk_005.parquet,4034976,1210537,246133536,73840061,225958656,67786987,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,6,6,node_flow_chunk_006.parquet,4034976,1211302,246133536,73840061,221923680,66576450,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,7,7,node_flow_chunk_007.parquet,4034976,1210472,246133536,73840061,217888704,65365148,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,8,8,node_flow_chunk_008.parquet,4034976,1211368,246133536,73840061,213853728,64154676,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,9,9,node_flow_chunk_009.parquet,4034976,1212127,246133536,73840061,209818752,62943308,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,10,10,node_flow_chunk_010.parquet,4034976,1209199,246133536,73840061,205783776,61731181,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,11,11,node_flow_chunk_011.parquet,4034976,1208909,246133536,73840061,201748800,60521982,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,12,12,node_flow_chunk_012.parquet,4034976,1211680,246133536,73840061,197713824,59313073,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,13,13,node_flow_chunk_013.parquet,4034976,1210213,246133536,73840061,193678848,58101393,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,14,14,node_flow_chunk_014.parquet,4034976,1211477,246133536,73840061,189643872,56891180,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,15,15,node_flow_chunk_015.parquet,4034976,1208664,246133536,73840061,185608896,55679703,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,16,16,node_flow_chunk_016.parquet,4034976,1210085,246133536,73840061,181573920,54471039,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,17,17,node_flow_chunk_017.parquet,4034976,1210943,246133536,73840061,177538944,53260954,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,18,18,node_flow_chunk_018.parquet,4034976,1211033,246133536,73840061,173503968,52050011,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,19,19,node_flow_chunk_019.parquet,4034976,1209452,246133536,73840061,169468992,50838978,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,20,20,node_flow_chunk_020.parquet,4034976,1210565,246133536,73840061,165434016,49629526,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,21,21,node_flow_chunk_021.parquet,4034976,1209904,246133536,73840061,161399040,48418961,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,22,22,node_flow_chunk_022.parquet,4034976,1208820,246133536,73840061,157364064,47209057,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,23,23,node_flow_chunk_023.parquet,4034976,1210396,246133536,73840061,153329088,46000237,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,24,24,node_flow_chunk_024.parquet,4034976,1209376,246133536,73840061,149294112,44789841,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,25,25,node_flow_chunk_025.parquet,4034976,1210516,246133536,73840061,145259136,43580465,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,26,26,node_flow_chunk_026.parquet,4034976,1210552,246133536,73840061,141224160,42369949,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,27,27,node_flow_chunk_027.parquet,4034976,1210824,246133536,73840061,137189184,41159397,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,28,28,node_flow_chunk_028.parquet,4034976,1210971,246133536,73840061,133154208,39948573,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,29,29,node_flow_chunk_029.parquet,4034976,1209649,246133536,73840061,129119232,38737602,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,30,30,node_flow_chunk_030.parquet,4034976,1210747,246133536,73840061,125084256,37527953,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,31,31,node_flow_chunk_031.parquet,4034976,1212155,246133536,73840061,121049280,36317206,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,32,32,node_flow_chunk_032.parquet,4034976,1211383,246133536,73840061,117014304,35105051,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,33,33,node_flow_chunk_033.parquet,4034976,1210497,246133536,73840061,112979328,33893668,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,34,34,node_flow_chunk_034.parquet,4034976,1210636,246133536,73840061,108944352,32683171,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,35,35,node_flow_chunk_035.parquet,4034976,1210192,246133536,73840061,104909376,31472535,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,36,36,node_flow_chunk_036.parquet,4034976,1210591,246133536,73840061,100874400,30262343,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,37,37,node_flow_chunk_037.parquet,4034976,1208995,246133536,73840061,96839424,29051752,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,38,38,node_flow_chunk_038.parquet,4034976,1210775,246133536,73840061,92804448,27842757,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,39,39,node_flow_chunk_039.parquet,4034976,1209143,246133536,73840061,88769472,26631982,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,40,40,node_flow_chunk_040.parquet,4034976,1210525,246133536,73840061,84734496,25422839,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,41,41,node_flow_chunk_041.parquet,4034976,1211109,246133536,73840061,80699520,24212314,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,42,42,node_flow_chunk_042.parquet,4034976,1210882,246133536,73840061,76664544,23001205,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,43,43,node_flow_chunk_043.parquet,4034976,1210762,246133536,73840061,72629568,21790323,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,44,44,node_flow_chunk_044.parquet,4034976,1211402,246133536,73840061,68594592,20579561,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,45,45,node_flow_chunk_045.parquet,4034976,1210884,246133536,73840061,64559616,19368159,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,46,46,node_flow_chunk_046.parquet,4034976,1210360,246133536,73840061,60524640,18157275,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,47,47,node_flow_chunk_047.parquet,4034976,1210918,246133536,73840061,56489664,16946915,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,48,48,node_flow_chunk_048.parquet,4034976,1211692,246133536,73840061,52454688,15735997,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,49,49,node_flow_chunk_049.parquet,4034976,1210049,246133536,73840061,48419712,14524305,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,50,50,node_flow_chunk_050.parquet,4034976,1210367,246133536,73840061,44384736,13314256,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,51,51,node_flow_chunk_051.parquet,4034976,1210336,246133536,73840061,40349760,12103889,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,52,52,node_flow_chunk_052.parquet,4034976,1210260,246133536,73840061,36314784,10893553,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,53,53,node_flow_chunk_053.parquet,4034976,1209638,246133536,73840061,32279808,9683293,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,54,54,node_flow_chunk_054.parquet,4034976,1211318,246133536,73840061,28244832,8473655,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,55,55,node_flow_chunk_055.parquet,4034976,1210845,246133536,73840061,24209856,7262337,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,56,56,node_flow_chunk_056.parquet,4034976,1210966,246133536,73840061,20174880,6051492,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,57,57,node_flow_chunk_057.parquet,4034976,1210688,246133536,73840061,16139904,4840526,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,58,58,node_flow_chunk_058.parquet,4034976,1210689,246133536,73840061,12104928,3629838,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,59,59,node_flow_chunk_059.parquet,4034976,1208799,246133536,73840061,8069952,2419149,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
0.3,60,60,node_flow_chunk_060.parquet,4034976,1210350,246133536,73840061,4034976,1210350,global,sequential_hypergeometric_global_without_replacement,carry_forward,spatial_neighbor_holdout
