file_path,file_name,category,exists,size_bytes,last_modified,detected_topic,mentions_mcar_point,mentions_node_temporal_block,mentions_causal_history,mentions_full_intersection,mentions_fedavg_prediction,contains_final_results,notes
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,896,2026-06-13T22:14:46,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,900,2026-06-13T22:39:49,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,752,2026-06-13T20:29:26,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,751,2026-06-13T20:38:31,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,750,2026-06-13T20:49:19,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,749,2026-06-13T21:02:51,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,750,2026-06-13T21:18:47,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,750,2026-06-13T21:32:28,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,750,2026-06-13T21:35:39,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,753,2026-06-13T23:00:35,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/generate_missing_chunk_status.csv,generate_missing_chunk_status.csv,result_or_project_note,True,1429,2026-06-13T20:25:34,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/generate_missing_stage_summary.csv,generate_missing_stage_summary.csv,result_or_project_note,True,121,2026-06-13T20:25:34,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/imputation_runs.csv,imputation_runs.csv,result_or_project_note,True,22943,2026-06-13T23:00:36,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/impute_chunk_status.csv,impute_chunk_status.csv,result_or_project_note,True,8721,2026-06-13T23:00:36,实验结果,True,False,True,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/impute_stage_summary.csv,impute_stage_summary.csv,result_or_project_note,True,797,2026-06-13T23:00:36,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/missing_runs.csv,missing_runs.csv,result_or_project_note,True,3396,2026-06-13T20:25:34,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/run_commands.txt,run_commands.txt,result_or_project_note,True,4712,2026-06-13T21:37:02,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/run_config.json,run_config.json,result_or_project_note,True,1321,2026-06-13T21:37:02,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/batch_processing_report.json,batch_processing_report.json,result_or_project_note,True,552,2026-06-13T23:01:12,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/batch_processing_report.md,batch_processing_report.md,result_or_project_note,True,288,2026-06-13T23:01:12,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_by_flow_group.csv,imputation_quality_by_flow_group.csv,result_or_project_note,True,3774,2026-06-13T23:01:09,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_detail.csv,imputation_quality_detail.csv,result_or_project_note,True,32471,2026-06-13T23:00:36,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_summary_all_days.csv,imputation_quality_summary_all_days.csv,result_or_project_note,True,1778,2026-06-13T23:01:09,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_summary_exclude_warmup.csv,imputation_quality_summary_exclude_warmup.csv,result_or_project_note,True,1773,2026-06-13T23:01:09,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/node_flow_group_summary.csv,node_flow_group_summary.csv,result_or_project_note,True,2452692,2026-06-13T20:27:51,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/chunk_index_summary.csv,chunk_index_summary.csv,result_or_project_note,True,8202,2026-06-11T21:47:46,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/data_integrity_audit.csv,data_integrity_audit.csv,result_or_project_note,True,732,2026-06-13T20:09:36,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,822,2026-06-13T18:59:22,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,817,2026-06-13T19:01:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,823,2026-06-13T19:02:52,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,824,2026-06-13T19:04:39,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,828,2026-06-13T19:06:49,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,823,2026-06-13T19:09:14,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,824,2026-06-13T19:12:38,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,828,2026-06-13T19:17:01,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_008_detail.csv,node_flow_chunk_008_detail.csv,result_or_project_note,True,823,2026-06-13T19:20:55,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_009_detail.csv,node_flow_chunk_009_detail.csv,result_or_project_note,True,829,2026-06-13T19:24:31,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_010_detail.csv,node_flow_chunk_010_detail.csv,result_or_project_note,True,829,2026-06-13T19:29:40,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_011_detail.csv,node_flow_chunk_011_detail.csv,result_or_project_note,True,833,2026-06-13T19:34:13,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_012_detail.csv,node_flow_chunk_012_detail.csv,result_or_project_note,True,827,2026-06-13T19:39:34,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_013_detail.csv,node_flow_chunk_013_detail.csv,result_or_project_note,True,830,2026-06-13T19:42:12,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,result_or_project_note,True,752,2026-06-12T01:04:01,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,result_or_project_note,True,749,2026-06-12T01:04:55,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,result_or_project_note,True,749,2026-06-12T01:05:57,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,result_or_project_note,True,748,2026-06-12T01:07:07,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,result_or_project_note,True,750,2026-06-12T01:08:26,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,result_or_project_note,True,749,2026-06-12T01:09:52,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,result_or_project_note,True,750,2026-06-12T01:11:28,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,result_or_project_note,True,754,2026-06-12T01:13:11,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_008_detail.csv,node_flow_chunk_008_detail.csv,result_or_project_note,True,754,2026-06-12T01:14:57,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_009_detail.csv,node_flow_chunk_009_detail.csv,result_or_project_note,True,755,2026-06-12T01:16:42,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_010_detail.csv,node_flow_chunk_010_detail.csv,result_or_project_note,True,756,2026-06-12T01:18:23,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_011_detail.csv,node_flow_chunk_011_detail.csv,result_or_project_note,True,758,2026-06-12T01:20:04,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_012_detail.csv,node_flow_chunk_012_detail.csv,result_or_project_note,True,756,2026-06-12T01:21:46,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_013_detail.csv,node_flow_chunk_013_detail.csv,result_or_project_note,True,759,2026-06-12T01:23:27,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_014_detail.csv,node_flow_chunk_014_detail.csv,result_or_project_note,True,759,2026-06-12T01:25:08,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_015_detail.csv,node_flow_chunk_015_detail.csv,result_or_project_note,True,760,2026-06-12T01:26:43,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_016_detail.csv,node_flow_chunk_016_detail.csv,result_or_project_note,True,757,2026-06-12T01:28:27,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_017_detail.csv,node_flow_chunk_017_detail.csv,result_or_project_note,True,754,2026-06-12T01:30:10,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_018_detail.csv,node_flow_chunk_018_detail.csv,result_or_project_note,True,759,2026-06-12T01:31:54,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_019_detail.csv,node_flow_chunk_019_detail.csv,result_or_project_note,True,756,2026-06-12T01:33:40,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_020_detail.csv,node_flow_chunk_020_detail.csv,result_or_project_note,True,759,2026-06-12T01:35:25,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_021_detail.csv,node_flow_chunk_021_detail.csv,result_or_project_note,True,757,2026-06-12T01:37:12,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_022_detail.csv,node_flow_chunk_022_detail.csv,result_or_project_note,True,759,2026-06-12T01:39:00,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_023_detail.csv,node_flow_chunk_023_detail.csv,result_or_project_note,True,756,2026-06-12T01:40:44,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_024_detail.csv,node_flow_chunk_024_detail.csv,result_or_project_note,True,758,2026-06-12T01:42:30,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_025_detail.csv,node_flow_chunk_025_detail.csv,result_or_project_note,True,757,2026-06-12T01:44:15,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_026_detail.csv,node_flow_chunk_026_detail.csv,result_or_project_note,True,759,2026-06-12T01:45:55,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_027_detail.csv,node_flow_chunk_027_detail.csv,result_or_project_note,True,754,2026-06-12T01:47:36,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_028_detail.csv,node_flow_chunk_028_detail.csv,result_or_project_note,True,758,2026-06-12T01:49:14,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_029_detail.csv,node_flow_chunk_029_detail.csv,result_or_project_note,True,758,2026-06-12T01:50:57,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_030_detail.csv,node_flow_chunk_030_detail.csv,result_or_project_note,True,756,2026-06-12T01:52:43,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_031_detail.csv,node_flow_chunk_031_detail.csv,result_or_project_note,True,754,2026-06-12T01:54:29,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_032_detail.csv,node_flow_chunk_032_detail.csv,result_or_project_note,True,755,2026-06-12T01:56:13,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_033_detail.csv,node_flow_chunk_033_detail.csv,result_or_project_note,True,757,2026-06-12T01:57:57,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_034_detail.csv,node_flow_chunk_034_detail.csv,result_or_project_note,True,760,2026-06-12T01:59:39,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_035_detail.csv,node_flow_chunk_035_detail.csv,result_or_project_note,True,758,2026-06-12T02:01:28,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_036_detail.csv,node_flow_chunk_036_detail.csv,result_or_project_note,True,757,2026-06-12T02:03:15,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_037_detail.csv,node_flow_chunk_037_detail.csv,result_or_project_note,True,755,2026-06-12T02:05:00,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_038_detail.csv,node_flow_chunk_038_detail.csv,result_or_project_note,True,759,2026-06-12T02:06:48,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_039_detail.csv,node_flow_chunk_039_detail.csv,result_or_project_note,True,757,2026-06-12T02:08:36,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_040_detail.csv,node_flow_chunk_040_detail.csv,result_or_project_note,True,758,2026-06-12T02:10:19,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_041_detail.csv,node_flow_chunk_041_detail.csv,result_or_project_note,True,756,2026-06-12T02:12:06,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_042_detail.csv,node_flow_chunk_042_detail.csv,result_or_project_note,True,755,2026-06-12T02:13:50,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_043_detail.csv,node_flow_chunk_043_detail.csv,result_or_project_note,True,757,2026-06-12T02:15:36,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_044_detail.csv,node_flow_chunk_044_detail.csv,result_or_project_note,True,758,2026-06-12T02:17:22,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_045_detail.csv,node_flow_chunk_045_detail.csv,result_or_project_note,True,756,2026-06-12T02:19:08,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_046_detail.csv,node_flow_chunk_046_detail.csv,result_or_project_note,True,758,2026-06-12T02:20:52,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_047_detail.csv,node_flow_chunk_047_detail.csv,result_or_project_note,True,755,2026-06-12T02:22:40,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_048_detail.csv,node_flow_chunk_048_detail.csv,result_or_project_note,True,760,2026-06-12T02:24:25,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_049_detail.csv,node_flow_chunk_049_detail.csv,result_or_project_note,True,756,2026-06-12T02:26:07,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_050_detail.csv,node_flow_chunk_050_detail.csv,result_or_project_note,True,758,2026-06-12T02:27:53,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_051_detail.csv,node_flow_chunk_051_detail.csv,result_or_project_note,True,756,2026-06-12T02:29:42,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_052_detail.csv,node_flow_chunk_052_detail.csv,result_or_project_note,True,756,2026-06-12T02:31:28,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_053_detail.csv,node_flow_chunk_053_detail.csv,result_or_project_note,True,756,2026-06-12T02:33:18,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_054_detail.csv,node_flow_chunk_054_detail.csv,result_or_project_note,True,757,2026-06-12T02:35:00,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_055_detail.csv,node_flow_chunk_055_detail.csv,result_or_project_note,True,754,2026-06-12T02:36:50,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/generate_missing_chunk_status.csv,generate_missing_chunk_status.csv,result_or_project_note,True,9504,2026-06-11T21:47:46,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/generate_missing_stage_summary.csv,generate_missing_stage_summary.csv,result_or_project_note,True,179,2026-06-11T21:47:46,实验结果,True,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/input_files.csv,input_files.csv,result_or_project_note,True,10122,2026-06-13T20:09:36,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/missing_runs.csv,missing_runs.csv,result_or_project_note,True,23172,2026-06-11T21:47:46,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/run_environment_check.md,run_environment_check.md,result_or_project_note,True,1129,2026-06-13T20:09:36,实验结果,False,False,True,True,False,False,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/manifests/storage_estimate.csv,storage_estimate.csv,result_or_project_note,True,634,2026-06-13T20:09:36,实验结果,False,False,False,False,False,False,
results/real_data_missingness_full_intersection_causal_history/run_commands.txt,run_commands.txt,result_or_project_note,True,11281,2026-06-13T19:24:22,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/run_config.json,run_config.json,result_or_project_note,True,1209,2026-06-13T19:24:22,实验结果,True,False,True,True,False,False,
results/real_data_missingness_full_intersection_causal_history/smoke_test/full_intersection_missingness_audit.json,full_intersection_missingness_audit.json,result_or_project_note,True,1718,2026-06-13T20:21:07,实验结果,True,False,True,True,False,False,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/smoke_test/full_intersection_missingness_audit.md,full_intersection_missingness_audit.md,result_or_project_note,True,1327,2026-06-13T20:21:07,实验结果,False,False,True,False,False,True,风险关键词: bfill
results/real_data_missingness_full_intersection_causal_history/smoke_test/full_intersection_missingness_validation.json,full_intersection_missingness_validation.json,result_or_project_note,True,585,2026-06-13T20:20:53,实验结果,False,False,True,False,False,False,风险关键词: bfill
