path,type,action,reason,safe_to_delete,notes
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_historical_linear_extrapolation/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_zero_fill/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/imputation_runs.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/impute_chunk_status.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/manifests/impute_stage_summary.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_by_flow_group.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_detail.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_summary_all_days.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/historical_test/summaries/imputation_quality_summary_exclude_warmup.csv,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_008_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_009_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_010_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_011_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_012_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_013_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_014_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_015_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_016_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_017_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_018_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_019_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_020_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_021_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_022_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_023_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_024_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_025_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_026_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_027_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_028_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_029_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_030_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_031_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_032_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_033_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_034_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_035_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_036_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_037_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_038_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_039_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_040_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_041_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_042_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_043_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_044_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_045_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_046_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_047_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_048_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_049_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_050_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_051_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_052_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_053_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_054_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_055_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_056_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_057_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_058_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_059_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_forward_fill/node_flow_chunk_060_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_000_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_001_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_002_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_003_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_004_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_005_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_006_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_007_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_008_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_009_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_010_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_011_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_012_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_013_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_014_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_015_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_016_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_017_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_018_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_019_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_020_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_021_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_022_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_023_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_024_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
results/real_data_missingness_full_intersection_causal_history/imp_data/rate_0p05__mechanism_mcar_point__seed_42__method_function_curve_fit/node_flow_chunk_025_imputed.parquet,file,delete_file,keyword-matched missingness/imp artifact,true,路径名含 missingness/imp/mcar/impute，且不属于保留范围。
