日期,时段,速度等级,最小平均速度,最大平均速度,平均平均速度,记录数
04-13,中午,4,3.78502435556,83.1465477778,48.97854978611432,44408
04-13,中午,5,3.68167493808,79.0780670989,34.13948446962775,261688
04-13,中午,6,3.20376611111,94.1092980159,31.097480046971903,171654
04-13,中午,7,3.95730459064,70.7415199119,24.018756792504938,150906
04-13,下午,3,7.11351428205,88.3051517778,70.88916399161829,3416
04-13,下午,4,3.98805153333,83.9455760952,46.66808761574443,44408
04-13,下午,5,3.94284148889,73.6633890889,33.61266669835307,261688
04-13,下午,6,3.85368688889,94.1735167176,30.715421091366043,171654
04-13,下午,7,3.83237828889,69.2976461538,24.0104009878986,150906
04-13,傍晚,3,5.16396073882,89.6515394612,71.46766398048568,2928
04-13,傍晚,4,3.78652815556,85.2250648328,46.827789849660995,38064
04-13,傍晚,5,2.19429391111,79.9559272078,32.66679647010679,224304
04-13,傍晚,6,3.06639581195,92.7752575891,29.473477793319578,147132
04-13,傍晚,7,3.95929861872,81.2319595556,23.090598898489525,129348
04-13,晚上,3,10.8527166444,88.2189135556,74.101260038176,3904
04-13,晚上,4,2.80759271111,86.8954896206,55.12151354528186,50752
04-13,晚上,5,3.02557357778,87.6026593826,36.54390676693682,299072
04-13,晚上,6,3.9691396,98.7841,33.14562523050613,196176
04-13,晚上,7,5.27888807778,89.6311365829,25.763462203210132,172464
04-14,凌晨,2,31.6886086667,96.9801362222,86.65729326846481,1220
04-14,凌晨,3,4.57834288889,98.1421731111,79.9717856475431,7320
04-14,凌晨,4,5.82745033333,93.2663,62.855173208294254,45140
04-14,凌晨,5,2.0,104.359,38.404893683982905,425580
04-14,凌晨,6,2.0,99.0515362763,34.84981953744578,250100
04-14,凌晨,7,2.0,92.398949698,28.58298176413079,173600
04-14,上午,2,5.52539015556,92.7262382222,66.19032538778609,1220
04-14,上午,3,4.22785997778,97.210952,75.98287923078911,7320
04-14,上午,4,4.53501591111,91.0157558537,54.24146311768448,45140
04-14,上午,5,2.24493137778,107.02,35.67272044725456,425580
04-14,上午,6,3.02689439683,91.5926976973,32.06687854355968,250100
04-14,上午,7,2.0,83.7008,26.193005776649528,173600
04-14,中午,2,6.40709588889,85.061483213,50.00767527392821,854
04-14,中午,3,4.59323948889,91.0255568702,73.2710139511529,5124
04-14,中午,4,6.0,80.3086105807,50.829993244500095,31598
04-14,中午,5,2.24953624444,76.307,33.60007527968612,297906
04-14,中午,6,2.93921813768,73.735451881,29.96438061188786,175070
04-14,中午,7,4.67285833333,80.4875,24.18710437802392,121520
04-14,下午,2,8.51990708889,83.5981050572,44.193026350370985,854
04-14,下午,3,2.93250645977,88.3051517778,68.90932307535792,5124
04-14,下午,4,6.0,77.7435693333,48.0416988812854,31598
04-14,下午,5,2.52532606667,86.3817051302,32.94136714035784,297906
04-14,下午,6,3.23492333333,89.2018293333,29.459553366067528,175070
04-14,下午,7,4.00888888889,67.5784490741,24.037959126996643,121520
04-14,傍晚,2,8.52909993216,87.1986281414,44.91940420111306,732
04-14,傍晚,3,2.03299388889,89.461478,66.16297140509876,4392
04-14,傍晚,4,5.93347128143,74.5805204444,46.46434172768042,27084
04-14,傍晚,5,2.49234051111,77.4119272117,31.5848104798566,255348
04-14,傍晚,6,2.15635686957,75.7415,28.271948872166178,150060
04-14,傍晚,7,4.0,57.6522637112,22.998264919493057,104160
04-14,晚上,2,5.76714077778,87.849316,67.4964597858377,976
04-14,晚上,3,2.05329624444,88.5640195556,72.69960670035066,5856
04-14,晚上,4,3.86127122222,81.7253425661,55.04127407643083,36112
04-14,晚上,5,2.55598002222,91.2560106481,35.47554238313001,340464
04-14,晚上,6,3.9056768,85.3864155577,31.87303369026332,200080
04-14,晚上,7,3.92860324444,85.1015057143,25.951081282409397,138880
04-15,凌晨,2,14.9931244444,101.895441556,88.8545229799606,1220
04-15,凌晨,3,39.0687164444,100.160823535,77.74918071388548,4880
04-15,凌晨,4,15.754798,107.752,60.0558736283725,48800
04-15,凌晨,5,4.79168095556,105.445135916,39.159207070303566,406420
04-15,凌晨,6,4.89416866667,101.305001111,35.238359067644694,259860
04-15,凌晨,7,2.0,93.1931,28.758819382795174,181780
04-15,上午,2,3.24122007126,98.0467562222,61.75463503034134,1220
04-15,上午,3,3.39734591117,95.4483,77.8145020281565,4880
04-15,上午,4,2.96320337778,97.5579685403,50.91717997988421,48800
04-15,上午,5,2.79002624444,105.606,35.55663104250141,406420
04-15,上午,6,2.70861748352,93.9736109122,32.261434436141116,259860
04-15,上午,7,3.34161697471,88.5858,26.391461539340114,181780
04-15,中午,2,19.2311146667,91.0431972794,56.54244348894222,854
04-15,中午,3,6.77087931034,92.3773315468,75.97294059079249,3416
04-15,中午,4,3.31888715556,77.2965267159,47.58532404216908,34160
04-15,中午,5,3.38966551111,71.1519526089,33.213459636406455,284494
04-15,中午,6,2.0,66.8212435556,30.23474519189661,181902
04-15,中午,7,3.74484522222,78.6972329304,24.495425265100064,127246
04-15,下午,2,14.7955337778,86.7011730752,44.89317928260989,854
04-15,下午,3,5.00740984444,90.9343937778,75.85651971812015,3416
04-15,下午,4,2.74088171111,77.7230003016,44.649319066749236,34160
04-15,下午,5,2.54817333333,89.3220890355,32.7591949374808,284494
04-15,下午,6,2.27333282424,62.6590562576,29.697691575546514,181902
04-15,下午,7,3.78266083333,71.7125566667,24.359579360005867,127246
04-15,傍晚,2,20.2109488889,83.5845366667,52.61023806423958,732
04-15,傍晚,3,16.408904,89.3856477569,74.05832066509083,2928
04-15,傍晚,4,3.5908171759,80.0256197701,43.6126428463638,29280
04-15,傍晚,5,3.1438561296,77.3935828571,31.56012347127476,243852
04-15,傍晚,6,2.01944231111,63.5435733333,28.57142702159985,155916
04-15,傍晚,7,4.01079428203,72.4950866667,23.37461330328694,109068
04-15,晚上,2,22.33943,89.5617853333,71.86550504462721,976
04-15,晚上,3,33.6816155556,89.795619067,74.24986089157625,3904
04-15,晚上,4,2.72990695556,100.734497273,52.881710663080035,39040
04-15,晚上,5,3.89094404444,76.3131688889,35.72292786352203,325136
04-15,晚上,6,3.86960215556,77.996625,32.213154885626025,207888
04-15,晚上,7,3.68462088889,89.6311365829,26.139764198098447,145424
04-16,凌晨,2,3.53783442222,103.802699778,84.75138351384525,4880
04-16,凌晨,4,3.66427046667,94.1137644444,62.77755729975866,57460
04-16,凌晨,5,6.86716737778,92.7607,39.689078004002624,340420
04-16,凌晨,6,2.0,99.5405,35.18151066440472,290360
04-16,凌晨,7,5.22998333333,88.0004,28.03599009558463,208620
04-16,凌晨,8,12.3343790444,79.1442056337,32.94539711942728,1220
04-16,上午,2,3.1216016023,101.096973111,67.12765817171021,4880
04-16,上午,4,3.30762371111,89.0661646667,50.7271101263442,57460
04-16,上午,5,3.03834217778,95.344512618,36.18068908044769,340420
04-16,上午,6,2.95975586667,92.4885,31.8714039980345,290360
04-16,上午,7,3.72507688889,83.4076,25.91018132062864,208620
04-16,上午,8,5.67036260711,46.9968726667,20.27934774444335,1220
04-16,中午,2,8.632702,92.5775645641,64.79371583357859,3416
04-16,中午,4,2.10117963218,80.0277711072,47.367527074195785,40222
04-16,中午,5,2.29275846667,76.5481454313,33.66705690340727,238294
04-16,中午,6,2.97670650384,73.7469,29.522186257470977,203252
04-16,中午,7,3.13562379002,68.7269,23.94370282460249,146034
04-16,中午,8,4.81420857471,28.5563555556,16.555346685078916,854
04-16,下午,2,8.95788382632,91.533338755,59.83294965454283,3416
04-16,下午,4,4.07636750476,82.3604132911,44.471429876727136,40222
04-16,下午,5,3.03071005594,89.3220890355,32.9921447796966,238294
04-16,下午,6,3.542181423,102.773997037,28.907700135197498,203252
04-16,下午,7,3.27996705747,74.9861,23.76348438436368,146034
04-16,下午,8,5.63697248889,27.3848166667,15.970285821246172,854
04-16,傍晚,2,9.3138352,90.2464437128,59.55035953101665,2928
04-16,傍晚,4,2.44938495721,82.70011423,44.5032604115051,34476
04-16,傍晚,5,2.34925748889,77.3935828571,31.872452305456306,204252
04-16,傍晚,6,2.61686,72.0725016667,27.812492283563785,174216
04-16,傍晚,7,3.27639357778,65.6562,22.735201650395368,125172
04-16,傍晚,8,6.97830451196,30.9118746667,21.52458563425962,732
04-16,晚上,2,7.36157291111,93.2288278041,70.57667799458554,3904
04-16,晚上,4,5.85779531111,82.3003304444,54.91166197448795,45968
04-16,晚上,5,3.97728155556,77.2996154877,36.014605748090524,272336
04-16,晚上,6,2.32935895556,89.4727233333,31.85058050052246,232288
04-16,晚上,7,2.97734511111,73.6493,25.47050784722607,166896
04-16,晚上,8,10.4880660444,58.9783922222,31.082425139698195,976
04-17,凌晨,2,32.861176,76.2265368889,62.97928985244419,1220
04-17,凌晨,3,58.7313846667,103.304505726,89.11429330117917,1220
04-17,凌晨,4,7.11734828889,93.0251361508,63.24714666852926,49900
04-17,凌晨,5,9.74853515387,100.068340741,39.228599944840866,372100
04-17,凌晨,6,8.93902846667,112.123912667,35.190754703719975,265020
04-17,凌晨,7,3.53434,104.423,29.310410273083374,213500
04-17,上午,2,20.8566535556,73.410012,61.861166462276444,1220
04-17,上午,3,2.20857952535,102.165037333,90.71778476067188,1220
04-17,上午,4,2.28914233333,98.3985870204,52.970652835316784,49900
04-17,上午,5,2.48948615556,107.02,36.24174226574738,372100
04-17,上午,6,3.32296671111,107.482,31.912234386320343,265020
04-17,上午,7,3.33773091111,102.8265599,26.91823505719005,213500
04-17,中午,2,44.710192,70.5466819286,62.34146440582226,854
04-17,中午,3,2.11689680278,101.359210222,91.538115403795,854
04-17,中午,4,3.36833619638,80.9754944444,48.997912804424935,34930
04-17,中午,5,3.86473646138,82.5084374242,34.13277075531273,260470
04-17,中午,6,3.67746935556,70.7062861116,29.631743853097973,185514
04-17,中午,7,2.83318235556,71.5370553616,24.837721213924276,149450
04-17,下午,2,51.1438971111,69.6896882266,62.34889470423728,854
04-17,下午,3,86.0334786667,98.7288657018,93.07772313227598,854
04-17,下午,4,3.83872128343,83.212158864,46.9667549742294,34930
04-17,下午,5,3.87583073333,89.2782,33.66376906866613,260470
04-17,下午,6,2.0,71.2425147537,29.070245549659695,185514
04-17,下午,7,3.52206308889,76.1340286917,24.646037879132397,149450
04-17,傍晚,2,37.0856364286,70.4356785103,60.213717873594724,732
04-17,傍晚,3,82.294506,98.9250381686,92.58593178674704,732
04-17,傍晚,4,2.4024592,83.2153150505,46.81612999496832,29940
04-17,傍晚,5,2.96762383065,81.2900293333,32.59321392869649,223260
04-17,傍晚,6,2.43496853333,74.7589197691,27.814299351402447,159012
04-17,傍晚,7,3.74529441864,77.236,23.772482676034954,128100
04-17,晚上,2,14.5668325111,67.1617497778,58.51320734588575,976
04-17,晚上,3,82.7253651111,97.0708073333,91.1833798029024,976
04-17,晚上,4,4.95972562222,84.3252668889,56.55693525376418,39920
04-17,晚上,5,3.99056991111,102.171532667,36.17202095136213,297680
04-17,晚上,6,3.86960215556,82.235975,31.67335964360566,212016
04-17,晚上,7,3.02557357778,95.1485113059,26.52045370472363,170800
04-18,凌晨,3,23.6,103.504,67.36137304045016,2440
04-18,凌晨,4,12.5156791111,84.3742446667,59.21039559528406,31720
04-18,凌晨,5,2.0,101.254944444,38.97101981087967,412360
04-18,凌晨,6,3.60253925912,102.316266382,36.04877047421247,240500
04-18,凌晨,7,2.82350454545,97.4811435241,28.772811930380424,215940
04-18,上午,3,27.6277166309,94.9893227912,74.99490884523479,2440
04-18,上午,4,3.75517864444,85.3510426667,48.119074053520734,31720
04-18,上午,5,2.60344288889,98.2938109026,35.89948357486492,412360
04-18,上午,6,2.0,99.0240686603,32.353067780028645,240500
04-18,上午,7,3.99103945049,85.4674230266,26.017175723100504,215940
04-18,中午,3,60.8252471111,90.0949442222,75.18966417246925,1708
04-18,中午,4,5.03186310798,75.693694,45.44737631160648,22204
04-18,中午,5,2.0,78.0258156703,33.57581360133351,288652
04-18,中午,6,2.91678259524,83.5885,29.79281977860745,168350
04-18,中午,7,4.09942982456,73.44715,24.250106460777186,151158
04-18,下午,3,61.6542870361,88.9884815556,75.15868763224205,1708
04-18,下午,4,4.18713211111,76.0184907863,42.86694403109239,22204
04-18,下午,5,2.88719017945,78.8008842272,33.108246849988014,288652
04-18,下午,6,2.0,73.9203553572,29.41238989900603,168350
04-18,下午,7,3.85762448889,76.5884,24.199664550962513,151158
04-18,傍晚,3,54.3832548889,89.8516846667,74.2134289128549,1464
04-18,傍晚,4,2.27497022222,75.9814501989,42.69984087666665,19032
04-18,傍晚,5,2.93728475556,77.3044230334,31.834008485107066,247416
04-18,傍晚,6,2.99525802635,67.7788664444,28.37422721792596,144300
04-18,傍晚,7,3.88710022222,74.7589197691,23.116105956959494,129564
04-18,晚上,3,44.3869202222,87.8579038889,70.7563255607444,1952
04-18,晚上,4,3.96573777778,79.5866155556,52.13210215639777,25376
04-18,晚上,5,2.23488,86.0629006897,35.77902120296604,329888
04-18,晚上,6,3.05621044094,86.9798705582,32.64217123311113,192400
04-18,晚上,7,5.5064302,89.6311365829,25.875615997407788,172752
04-19,凌晨,3,33.3568548721,96.9767700176,68.08041883372377,2440
04-19,凌晨,4,9.05776811111,105.521565203,59.51786790801616,58560
04-19,凌晨,5,4.7877092,102.753,38.33499605473918,410520
04-19,凌晨,6,7.57703,97.9301011552,34.74762000710337,221600
04-19,凌晨,7,4.281336,84.2753003367,27.293395707849317,209840
04-19,上午,3,12.3494266667,90.7565931111,68.11379620739135,2440
04-19,上午,4,2.78999925517,90.1459084444,50.97487972440312,58560
04-19,上午,5,3.33537191111,101.394,35.01487658648972,410520
04-19,上午,6,2.05356866667,83.2926450438,31.376507069415066,221600
04-19,上午,7,2.63883335556,81.1876,25.022051586212214,209840
04-19,中午,3,8.68228098211,87.9958615556,66.35216698554183,1708
04-19,中午,4,2.10117963218,84.6735749857,47.69965494020111,40992
04-19,中午,5,2.25020224444,78.3974675862,32.67087697215245,287364
04-19,中午,6,3.40423123366,80.6139854545,29.32501828698074,155120
04-19,中午,7,3.37983096667,66.9913489286,23.2601933677859,146888
04-19,下午,3,13.4578941778,89.7450508889,66.89415919346105,1708
04-19,下午,4,3.24721593946,84.3070905284,45.14575837349357,40992
04-19,下午,5,3.31121093333,91.8982631296,32.18714043181324,287364
04-19,下午,6,3.74057368012,74.7477356566,29.040220048399117,155120
04-19,下午,7,3.1689039899,65.5576132996,23.222879086395615,146888
04-19,傍晚,3,14.9276025029,88.865404377,64.22023640063576,1464
04-19,傍晚,4,2.44938495721,95.3073306906,44.890529854146294,35136
04-19,傍晚,5,2.76085692715,83.0065,31.235486113045933,246312
04-19,傍晚,6,2.42233747167,79.2198,27.823265314022297,132960
04-19,傍晚,7,3.49908092222,72.7391551173,22.252463601712208,125904
04-19,晚上,3,49.0590333333,91.6531317778,67.52677406076467,1952
04-19,晚上,4,4.81529268889,99.7415636364,53.486029137807954,46848
04-19,晚上,5,3.53012212369,93.7023,35.02414654298301,328416
04-19,晚上,6,3.20416486667,81.7295,31.59935727068243,177280
04-19,晚上,7,3.95841564444,80.7538,24.826352355657495,167872
04-20,凌晨,3,23.6,103.648668314,78.57601336432741,3660
04-20,凌晨,4,12.8836949253,93.2663,61.657349145401035,57340
04-20,凌晨,5,8.70061855556,110.092266891,38.62967427536707,388580
04-20,凌晨,6,4.41821460643,110.395,34.87805010094414,264740
04-20,凌晨,7,7.57994401798,95.2368888889,27.638008650827352,188640
04-20,上午,3,2.23479591967,99.9765855556,76.70205217612659,3660
04-20,上午,4,4.22251300082,84.9731591111,53.14785382061839,57340
04-20,上午,5,2.09821437778,87.8504375181,35.771630823820786,388580
04-20,上午,6,3.68387478084,91.4926978401,32.10939524507526,264740
04-20,上午,7,4.42805883333,93.254,25.496551392723664,188640
04-20,中午,3,2.043944175,101.359210222,79.0959354630357,2562
04-20,中午,4,2.1585902069,80.1807813333,50.689099842600655,40138
04-20,中午,5,2.2479172,70.0574510859,33.349278473656845,272006
04-20,中午,6,3.20452,73.1125323232,29.82520702610701,185318
04-20,中午,7,3.38689335714,56.6525300081,23.77416269469023,132048
04-20,下午,3,41.7000463247,98.4425693333,77.52431166524833,2562
04-20,下午,4,3.27197274372,79.2413402425,48.27725673814377,40138
04-20,下午,5,2.23125881073,69.8907485222,32.73552366467566,272006
04-20,下午,6,3.03970313333,76.4471051772,29.42440134329873,185318
04-20,下午,7,5.4775995718,74.9861,23.67524331578954,132048
04-20,傍晚,3,39.8201803762,98.4090046667,77.04306042200243,2196
04-20,傍晚,4,2.208898113,79.7938069579,46.95051453555635,34404
04-20,傍晚,5,2.26696233333,82.7778,31.80346624713497,233148
04-20,傍晚,6,2.42233747167,70.4097777778,28.17996567419098,158844
04-20,傍晚,7,2.61962633333,54.7193390206,22.82047080557854,113184
04-20,晚上,3,37.9250548889,97.0708073333,80.46127123826919,2928
04-20,晚上,4,4.01777777778,81.9619564444,55.17453549559766,45872
04-20,晚上,5,2.86113711111,83.5980937525,35.56479057895219,310864
04-20,晚上,6,4.11555555556,95.5847423463,31.748592584510376,211792
04-20,晚上,7,3.7714030303,79.344,25.2803781091791,150912
04-21,凌晨,2,66.8591611111,92.4949432184,79.24419256244077,1220
04-21,凌晨,3,65.817164,89.5539226667,80.62806211530389,1220
04-21,凌晨,4,11.9942209778,87.6676953333,62.76855572106956,30500
04-21,凌晨,5,4.7877092,111.651016667,38.3242858300849,382780
04-21,凌晨,6,8.23494321358,105.637,36.74550963064392,278160
04-21,凌晨,7,2.0795825,119.111,28.926900163126156,209080
04-21,上午,2,5.71679893333,88.9248906667,73.62744646475632,1220
04-21,上午,3,5.16157926667,91.9919444444,75.15379590931218,1220
04-21,上午,4,2.61583249119,85.2817399538,53.94111748590557,30500
04-21,上午,5,3.3127746,99.1659,35.65829597021741,382780
04-21,上午,6,2.0362,81.9324,33.26765974681671,278160
04-21,上午,7,4.47593208889,87.6246,26.455703507516084,209080
04-21,中午,2,19.4096024444,80.5225993333,72.42381357710809,854
04-21,中午,3,16.6871395556,92.7373851111,75.85922172494637,854
04-21,中午,4,3.3046793789,79.353856,52.66882612444177,21350
04-21,中午,5,3.16456951974,79.0780670989,33.19201946453024,267946
04-21,中午,6,2.23744419481,67.1664925361,31.153358210965965,194712
04-21,中午,7,4.22549826667,89.0198020673,24.399896369258585,146356
04-21,下午,2,22.2351500375,78.23148,71.19182070609588,854
04-21,下午,3,34.9507062222,91.4711994208,77.13340993741481,854
04-21,下午,4,3.94113755037,89.5918934164,50.40451354217962,21350
04-21,下午,5,2.52532606667,84.6168972528,32.56571931568805,267946
04-21,下午,6,2.34245551111,66.5803,30.683094916686112,194712
04-21,下午,7,3.82738705556,88.0391166508,24.336921125113985,146356
04-21,傍晚,2,44.4119953333,82.649,72.73738586992386,732
04-21,傍晚,3,7.3534488,83.9663651852,76.94007109045756,732
04-21,傍晚,4,3.1282264,80.1762780613,48.46676643225876,18300
04-21,傍晚,5,3.87037717778,72.3488444998,31.424787735763747,229668
04-21,傍晚,6,3.482199727,70.8466,29.36393915721037,166896
04-21,傍晚,7,3.74921172222,78.082415776,23.476752566556545,125448
04-21,晚上,2,41.486376,84.9995566667,73.04308940762047,976
04-21,晚上,3,66.3930277778,85.3240448889,76.97294175731214,976
04-21,晚上,4,5.38471566667,82.1809151111,56.40285743793556,24400
04-21,晚上,5,3.53012212369,94.0200113525,35.20127461946066,306224
04-21,晚上,6,3.84444444444,79.3460668135,33.537864046018335,222528
04-21,晚上,7,3.41088364444,74.6148,26.145634673498908,167264
04-22,凌晨,2,45.140636239,102.721739111,90.42664415946805,1220
04-22,凌晨,3,37.9046104121,107.487910225,71.5618572874036,2440
04-22,凌晨,4,12.7314324889,105.521565203,62.149703660838576,47580
04-22,凌晨,5,5.65041264782,111.554476593,38.01074164693474,398020
04-22,凌晨,6,3.95276666667,102.622,34.81948655454294,251320
04-22,凌晨,7,11.5543,89.7381152797,29.283631725145316,202380
04-22,上午,2,3.22051826667,97.6193713333,65.54650741315156,1220
04-22,上午,3,2.1798313823,101.972121068,74.7306033727561,2440
04-22,上午,4,3.90081354333,92.8666626667,53.53133090087019,47580
04-22,上午,5,2.98548063296,87.3741592963,35.07091346580466,398020
04-22,上午,6,2.71743043739,101.358205556,31.546041699164462,251320
04-22,上午,7,3.96430788889,83.52,26.609320701973,202380
04-22,中午,2,16.7541824936,91.7355297995,66.69273688721871,854
04-22,中午,3,2.32849945556,101.359210222,75.6397057088623,1708
04-22,中午,4,4.12198928243,84.6735749857,50.61178883000978,33306
04-22,中午,5,2.25020224444,73.0062721939,32.976972916237855,278614
04-22,中午,6,3.42544753333,94.1092980159,29.152724828511577,175924
04-22,中午,7,3.95120395556,79.6505466667,24.38513384381262,141666
04-22,下午,2,18.8017531111,92.2810422828,59.73055870032063,854
04-22,下午,3,43.6,99.2305473333,76.43415453611921,1708
04-22,下午,4,3.05952567816,89.5918934164,47.8120346323137,33306
04-22,下午,5,3.16643264368,91.6845,32.50616296837832,278614
04-22,下午,6,2.67415053333,94.1735167176,28.605015984562076,175924
04-22,下午,7,3.77604531111,72.7282506061,24.288033359757378,141666
04-22,傍晚,2,28.0424761695,88.0741183489,62.59012283028156,732
04-22,傍晚,3,43.6,99.031574023,75.73078758972078,1464
04-22,傍晚,4,3.17868155397,95.3073306906,47.11083856603602,28548
04-22,傍晚,5,3.59130842222,85.5890327381,31.27434830543492,238812
04-22,傍晚,6,2.3442032,92.7752575891,27.34380390194088,150792
04-22,傍晚,7,3.07818278256,78.3843,23.40769067500836,121428
04-22,晚上,2,29.9341342222,92.7875746621,76.02093258062027,976
04-22,晚上,3,43.6,97.0708073333,73.78286364829331,1952
04-22,晚上,4,4.41777777778,99.7415636364,56.10968419451983,38064
04-22,晚上,5,3.81596164444,84.1935890909,34.858991984621895,318416
04-22,晚上,6,3.90177310345,98.7841,31.416200275528908,201056
04-22,晚上,7,4.0,77.8496226667,26.45310782829019,161904
04-23,凌晨,3,56.0693348889,97.1575279842,77.96374210814213,2440
04-23,凌晨,4,8.97142373333,107.752,63.381862588634995,57340
04-23,凌晨,5,4.00156631111,105.445135916,38.461972120491794,380640
04-23,凌晨,6,5.92671822222,103.014,37.49948451111146,258640
04-23,凌晨,7,5.95033,94.6185,28.69360697725561,203900
04-23,上午,3,4.25279535632,95.9706731111,68.7950240477066,2440
04-23,上午,4,3.03650828889,97.5579685403,55.2366716992442,57340
04-23,上午,5,2.29121922222,93.4666817146,35.05290255587567,380640
04-23,上午,6,2.29121922222,99.8239,33.82487438349737,258640
04-23,上午,7,2.33753342222,81.7650446092,26.035905752837984,203900
04-23,中午,3,5.12324089655,89.3550868012,72.89033160101212,1708
04-23,中午,4,3.74485255556,86.90011168,52.97514570132209,40138
04-23,中午,5,2.01262042222,83.6906864444,32.761021692032585,266448
04-23,中午,6,2.01262042222,76.1182,31.58394577377949,181048
04-23,中午,7,4.06820492222,80.5868483246,24.021751717106646,142730
04-23,下午,3,5.12759887179,87.2313829901,71.6611021855195,1708
04-23,下午,4,3.77384776667,83.573829619,50.3833524188443,40138
04-23,下午,5,2.26901904444,78.2053888889,32.29124323155502,266448
04-23,下午,6,2.26901904444,76.1182,30.99616227167569,181048
04-23,下午,7,3.56863671339,76.2292134538,23.794581384138144,142730
04-23,傍晚,3,5.09555078314,86.4871693333,69.22747190834382,1464
04-23,傍晚,4,3.33599022222,84.1264778851,48.67607763766926,34404
04-23,傍晚,5,3.71341544381,80.4172746667,31.383257110352485,228384
04-23,傍晚,6,3.06160284444,81.9735,29.657395279595168,155184
04-23,傍晚,7,4.45393611494,72.1921670193,22.841625982057494,122340
04-23,晚上,3,26.3053037778,86.0656704444,73.69880267325294,1952
04-23,晚上,4,3.66793082222,88.4518106667,57.78039762785179,45872
04-23,晚上,5,2.545785,85.3864155577,35.15519780300077,304512
04-23,晚上,6,3.9807782,89.4727233333,33.84055770332665,206912
04-23,晚上,7,4.36792464444,82.5672657894,25.61653172875403,163120
04-24,凌晨,3,33.9564528889,96.7823661536,78.73107953640923,6100
04-24,凌晨,4,6.488312,94.9316743513,59.38234426077153,52640
04-24,凌晨,5,9.6616046,108.984,39.02109585988756,379420
04-24,凌晨,6,6.70568180581,96.0047335758,34.932072102389334,246440
04-24,凌晨,7,2.0,83.9149,28.58682686747136,218360
04-24,上午,3,4.65661077778,94.2283086667,72.30099787312008,6100
04-24,上午,4,3.02866151067,86.9771771111,51.662134227599864,52640
04-24,上午,5,2.71347943796,88.8184290476,35.810373379634264,379420
04-24,上午,6,3.3127746,83.247,31.265072607296002,246440
04-24,上午,7,2.949839,85.7387918927,26.141182172754927,218360
04-24,中午,3,8.35399965977,87.6053851111,72.96537723277893,4270
04-24,中午,4,5.18222222222,79.9132713333,48.321184426207125,36848
04-24,中午,5,2.91030955096,72.3868634261,33.6521037210434,265594
04-24,中午,6,3.47925313333,76.7988,29.14798811809096,172508
04-24,中午,7,3.10375484975,80.1860366564,24.34436800587904,152852
04-24,下午,3,7.90765326667,87.2572020833,72.98992628143625,4270
04-24,下午,4,3.14074886667,78.0139442222,46.12429919110134,36848
04-24,下午,5,3.08233443678,69.7774293333,33.188704967358255,265594
04-24,下午,6,2.67415053333,70.1872730914,28.672164000078233,172508
04-24,下午,7,3.28243152569,78.3391,24.157967024060543,152852
04-24,傍晚,3,6.91786636478,87.0872237778,72.43787361468205,3660
04-24,傍晚,4,4.059828,76.6864753333,45.056169268030075,31584
04-24,傍晚,5,3.19235084444,69.8764479708,32.2136927254848,227652
04-24,傍晚,6,3.43457511111,75.0767,27.54421673357928,147864
04-24,傍晚,7,3.93761978334,76.2976290958,23.19968491103232,131016
04-24,晚上,3,10.1990248966,89.6978473333,73.7882306089219,4880
04-24,晚上,4,5.14921831111,81.3855471111,52.970456094689624,42112
04-24,晚上,5,2.70718176754,80.1887591687,35.882624266921475,303536
04-24,晚上,6,3.68196011206,66.9405607259,31.627725827534487,197152
04-24,晚上,7,4.2877232,83.3997,25.92471404342676,174688
04-25,凌晨,2,31.0584968889,63.6045315556,54.14912831707089,1220
04-25,凌晨,3,67.1449995556,97.1893530473,82.02103968488277,3660
04-25,凌晨,4,5.48459877778,98.9530262962,61.99427885353411,70580
04-25,凌晨,5,5.59059024444,92.5319523157,38.81676126287757,352580
04-25,凌晨,6,2.0,111.884706313,35.10916352860229,246780
04-25,凌晨,7,6.057041,95.2368888889,29.26521811663202,228140
04-25,上午,2,24.1347844444,63.2904633333,53.01062216336867,1220
04-25,上午,3,4.69767984444,93.9531611111,66.23322591793757,3660
04-25,上午,4,2.20228610192,98.3985870204,51.79812816210096,70580
04-25,上午,5,3.19633268889,107.02,35.49905049957982,352580
04-25,上午,6,2.25975628889,114.506,32.0363441372165,246780
04-25,上午,7,3.54426226667,93.254,26.69416263904754,228140
04-25,中午,2,38.4698406438,58.87125186,52.71038492238754,854
04-25,中午,3,7.04533901149,87.725474607,71.46993007931106,2562
04-25,中午,4,3.11910851111,87.2766634906,47.10867931317126,49406
04-25,中午,5,2.59832207186,74.7553286118,33.17632773115055,246806
04-25,中午,6,2.28594728889,70.519961345,29.776066089518082,172746
04-25,中午,7,2.79842471956,79.6505466667,24.54637460028323,159698
04-25,下午,2,38.2637041872,57.6572008889,52.80236853364255,854
04-25,下午,3,7.45008402222,86.2262763703,64.93584975097785,2562
04-25,下午,4,2.7315071943,84.1608177778,43.27247125958727,49406
04-25,下午,5,2.23125881073,89.2782,32.71090581643638,246806
04-25,下午,6,2.05801474231,105.844307407,29.191982365899186,172746
04-25,下午,7,3.69627953333,72.7282506061,24.228255834514414,159698
04-25,傍晚,2,33.7177814286,57.2454829423,51.186848223699585,732
04-25,傍晚,3,7.73829866207,87.0872237778,63.7767557714988,2196
04-25,傍晚,4,2.88100882082,83.3373105352,44.16961543107405,42348
04-25,傍晚,5,2.96762383065,81.2900293333,31.8444571198264,211548
