old_path,new_path,old_name,new_name,path_type,artifact_group,scenario_id_old,scenario_id_new,is_large_data,action,status,notes
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\miss_data\nso_r05_mix_s42,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,nso_r05_mix_s42,directory,missingness_data,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\miss_data\nso_r10_mix_s42,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,nso_r10_mix_s42,directory,missingness_data,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p20__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\miss_data\nso_r20_mix_s42,mechanism_node_subset_temporal_outage__rate_0p20__mixed_short_mid_long__seed_42,nso_r20_mix_s42,directory,missingness_data,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p30__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\miss_data\nso_r30_mix_s42,mechanism_node_subset_temporal_outage__rate_0p30__mixed_short_mid_long__seed_42,nso_r30_mix_s42,directory,missingness_data,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_forward_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_ff,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_forward_fill,ntb_r05_mix_s42_m_ff,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_function_curve_fit,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_fcf,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_function_curve_fit,ntb_r05_mix_s42_m_fcf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_hle,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,ntb_r05_mix_s42_m_hle,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_rtn,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,ntb_r05_mix_s42_m_rtn,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_topology_function_hybrid,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_tfh,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_topology_function_hybrid,ntb_r05_mix_s42_m_tfh,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_zero_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r05_mix_s42_m_zf,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42__method_zero_fill,ntb_r05_mix_s42_m_zf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_forward_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_ff,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_forward_fill,ntb_r10_mix_s42_m_ff,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_function_curve_fit,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_fcf,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_function_curve_fit,ntb_r10_mix_s42_m_fcf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_hle,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,ntb_r10_mix_s42_m_hle,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_rtn,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,ntb_r10_mix_s42_m_rtn,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_topology_function_hybrid,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_tfh,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_topology_function_hybrid,ntb_r10_mix_s42_m_tfh,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_zero_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r10_mix_s42_m_zf,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42__method_zero_fill,ntb_r10_mix_s42_m_zf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_forward_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_ff,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_forward_fill,ntb_r20_mix_s42_m_ff,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_function_curve_fit,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_fcf,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_function_curve_fit,ntb_r20_mix_s42_m_fcf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_hle,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,ntb_r20_mix_s42_m_hle,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_rtn,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,ntb_r20_mix_s42_m_rtn,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_topology_function_hybrid,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_tfh,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_topology_function_hybrid,ntb_r20_mix_s42_m_tfh,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_zero_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r20_mix_s42_m_zf,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42__method_zero_fill,ntb_r20_mix_s42_m_zf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_forward_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_ff,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_forward_fill,ntb_r30_mix_s42_m_ff,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_function_curve_fit,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_fcf,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_function_curve_fit,ntb_r30_mix_s42_m_fcf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_hle,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_historical_linear_extrapolation,ntb_r30_mix_s42_m_hle,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_rtn,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_road_topology_neighbor_fill,ntb_r30_mix_s42_m_rtn,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_topology_function_hybrid,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_tfh,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_topology_function_hybrid,ntb_r30_mix_s42_m_tfh,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\imputation\imputed_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_zero_fill,results\rdm_exp\scenarios\ntb_mix\imp\imp_data\ntb_r30_mix_s42_m_zf,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42__method_zero_fill,ntb_r30_mix_s42_m_zf,directory,imputation_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\masks\ntb_r05_mix_s42,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,ntb_r05_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\masks\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\masks\ntb_r10_mix_s42,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42,ntb_r10_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\masks\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\masks\ntb_r20_mix_s42,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42,ntb_r20_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\masks\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\masks\ntb_r30_mix_s42,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42,ntb_r30_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\miss_data\ntb_r05_mix_s42,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,ntb_r05_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\miss_data\ntb_r10_mix_s42,mechanism_node_temporal_block__rate_0p10__mixed_short_mid_long__seed_42,ntb_r10_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\miss_data\ntb_r20_mix_s42,mechanism_node_temporal_block__rate_0p20__mixed_short_mid_long__seed_42,ntb_r20_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_temporal_block_mixed_short_mid_long\missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\ntb_mix\miss_set\miss_data\ntb_r30_mix_s42,mechanism_node_temporal_block__rate_0p30__mixed_short_mid_long__seed_42,ntb_r30_mix_s42,directory,missingness_data,node_temporal_block_mixed_short_mid_long,ntb_mix,true,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,nso_r05_mix_s42,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r10_mix_s42,mechanism_node_subset_temporal_outage__rate_0p10__mixed_short_mid_long__seed_42,nso_r10_mix_s42,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p20__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r20_mix_s42,mechanism_node_subset_temporal_outage__rate_0p20__mixed_short_mid_long__seed_42,nso_r20_mix_s42,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p30__mixed_short_mid_long__seed_42,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r30_mix_s42,mechanism_node_subset_temporal_outage__rate_0p30__mixed_short_mid_long__seed_42,nso_r30_mix_s42,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp; scenario or method artifact directory shortened
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_000,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_000,node_flow_chunk_000,node_flow_chunk_000,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_001,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_001,node_flow_chunk_001,node_flow_chunk_001,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_002,node_flow_chunk_002,node_flow_chunk_002,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_003,node_flow_chunk_003,node_flow_chunk_003,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_004,node_flow_chunk_004,node_flow_chunk_004,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_005,node_flow_chunk_005,node_flow_chunk_005,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_006,node_flow_chunk_006,node_flow_chunk_006,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_007,node_flow_chunk_007,node_flow_chunk_007,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_008,node_flow_chunk_008,node_flow_chunk_008,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_009,node_flow_chunk_009,node_flow_chunk_009,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_010,node_flow_chunk_010,node_flow_chunk_010,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
results\real_data_missingness_experiments\scenarios\node_subset_temporal_outage_mixed_short_mid_long\missingness_setting\manifests\outage_node_lists\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_011,results\rdm_exp\scenarios\nso_mix\miss_set\manifests\outage_node_lists\nso_r05_mix_s42\node_flow_chunk_011,node_flow_chunk_011,node_flow_chunk_011,directory,miss_set,node_subset_temporal_outage_mixed_short_mid_long,nso_mix,false,move,planned,target_root shortened to rdm_exp
